               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11975,            0.056346,            0.028796,           0.0085154,           0.0070423,           0.0017969,          0.00037723,             0.11814,            0.037443,            0.027618,             0.00052,             0.00052,             0.09532
